Season,Round,Circuit,Driver,Constructor,Laps,Position,TotalPitStops,AvgPitStopTime,PitStops
1961,7,Autodromo Nazionale di Monza,Roberto Bussinello,De Tomaso-Alfa Romeo,1,29,0,,[]
1961,7,Autodromo Nazionale di Monza,Wolfgang Seidel,Lotus-Climax,1,30,0,,[]
1961,7,Autodromo Nazionale di Monza,Roberto Lippi,De Tomaso-Osca,1,31,0,,[]
1961,7,Autodromo Nazionale di Monza,Gerry Ashmore,Lotus-Climax,0,32,0,,[]
1961,7,Autodromo Nazionale di Monza,AndrÃ© Pilette,Emeryson,0,33,0,,[]
1961,7,Autodromo Nazionale di Monza,Edgar Barth,Porsche,0,34,0,,[]
1961,7,Autodromo Nazionale di Monza,Massimo Natili,Cooper-Maserati,0,35,0,,[]
1961,7,Autodromo Nazionale di Monza,Alfonso Thiele,Cooper-Climax,0,36,0,,[]
1961,7,Autodromo Nazionale di Monza,Ernesto Prinoth,Lotus-Climax,0,37,0,,[]
1961,7,Autodromo Nazionale di Monza,Menato Boffa,Cooper-Climax,0,38,0,,[]
1961,7,Autodromo Nazionale di Monza,Michael May,Lotus-Climax,0,39,0,,[]
1961,8,Watkins Glen,Innes Ireland,Lotus-Climax,100,1,0,,[]
1961,8,Watkins Glen,Dan Gurney,Porsche,100,2,0,,[]
1961,8,Watkins Glen,Tony Brooks,BRM,100,3,0,,[]
1961,8,Watkins Glen,Bruce McLaren,Cooper-Climax,100,4,0,,[]
1961,8,Watkins Glen,Graham Hill,BRM,99,5,0,,[]
1961,8,Watkins Glen,Jo Bonnier,Porsche,98,6,0,,[]
1961,8,Watkins Glen,Jim Clark,Lotus-Climax,96,7,0,,[]
1961,8,Watkins Glen,Roger Penske,Cooper-Climax,96,8,0,,[]
1961,8,Watkins Glen,Peter Ryan,Lotus-Climax,96,9,0,,[]
1961,8,Watkins Glen,Hap Sharp,Cooper-Climax,93,10,0,,[]
1961,8,Watkins Glen,Olivier Gendebien,Lotus-Climax,92,11,0,,[]
1961,8,Watkins Glen,Masten Gregory,Lotus-Climax,92,11,0,,[]
1961,8,Watkins Glen,Roy Salvadori,Cooper-Climax,96,12,0,,[]
1961,8,Watkins Glen,Jim Hall,Lotus-Climax,76,13,0,,[]
1961,8,Watkins Glen,Lloyd Ruby,Lotus-Climax,76,14,0,,[]
1961,8,Watkins Glen,Stirling Moss,Lotus-Climax,58,15,0,,[]
1961,8,Watkins Glen,Jack Brabham,Cooper-Climax,57,16,0,,[]
1961,8,Watkins Glen,Masten Gregory,Lotus-Climax,23,17,0,,[]
1961,8,Watkins Glen,Walt Hansgen,Cooper-Climax,14,18,0,,[]
1961,8,Watkins Glen,John Surtees,Cooper-Climax,0,19,0,,[]
1961,8,Watkins Glen,Ken Miles,Lotus-Climax,0,20,0,,[]
1962,1,Circuit Park Zandvoort,Graham Hill,BRM,80,1,0,,[]
1962,1,Circuit Park Zandvoort,Trevor Taylor,Lotus-Climax,80,2,0,,[]
1962,1,Circuit Park Zandvoort,Phil Hill,Ferrari,80,3,0,,[]
1962,1,Circuit Park Zandvoort,Giancarlo Baghetti,Ferrari,79,4,0,,[]
1962,1,Circuit Park Zandvoort,Tony Maggs,Cooper-Climax,78,5,0,,[]
1962,1,Circuit Park Zandvoort,Carel Godin de Beaufort,Porsche,76,6,0,,[]
1962,1,Circuit Park Zandvoort,Jo Bonnier,Porsche,75,7,0,,[]
1962,1,Circuit Park Zandvoort,Jackie Lewis,Cooper-Climax,70,8,0,,[]
1962,1,Circuit Park Zandvoort,Jim Clark,Lotus-Climax,70,9,0,,[]
1962,1,Circuit Park Zandvoort,Ricardo RodrÃ­guez,Ferrari,73,10,0,,[]
1962,1,Circuit Park Zandvoort,Richie Ginther,BRM,71,11,0,,[]
1962,1,Circuit Park Zandvoort,Innes Ireland,Lotus-Climax,61,12,0,,[]
1962,1,Circuit Park Zandvoort,Masten Gregory,Lotus-Climax,54,13,0,,[]
1962,1,Circuit Park Zandvoort,Wolfgang Seidel,Emeryson,52,14,0,,[]
1962,1,Circuit Park Zandvoort,Dan Gurney,Porsche,47,15,0,,[]
1962,1,Circuit Park Zandvoort,Bruce McLaren,Cooper-Climax,21,16,0,,[]
1962,1,Circuit Park Zandvoort,Roy Salvadori,Lola,12,17,0,,[]
1962,1,Circuit Park Zandvoort,John Surtees,Lola,8,18,0,,[]
1962,1,Circuit Park Zandvoort,Jack Brabham,Lotus-Climax,4,19,0,,[]
1962,1,Circuit Park Zandvoort,Ben Pon,Porsche,2,20,0,,[]
1962,1,Circuit Park Zandvoort,Rob Slotemaker,Porsche,0,21,0,,[]
1962,1,Circuit Park Zandvoort,Maurice Trintignant,Lotus-Climax,0,22,0,,[]
1962,2,Circuit de Monaco,Bruce McLaren,Cooper-Climax,100,1,0,,[]
1962,2,Circuit de Monaco,Phil Hill,Ferrari,100,2,0,,[]
1962,2,Circuit de Monaco,Lorenzo Bandini,Ferrari,100,3,0,,[]
1962,2,Circuit de Monaco,John Surtees,Lola,99,4,0,,[]
1962,2,Circuit de Monaco,Jo Bonnier,Porsche,93,5,0,,[]
1962,2,Circuit de Monaco,Graham Hill,BRM,92,6,0,,[]
1962,2,Circuit de Monaco,Willy Mairesse,Ferrari,90,7,0,,[]
1962,2,Circuit de Monaco,Jack Brabham,Lotus-Climax,77,8,0,,[]
1962,2,Circuit de Monaco,Innes Ireland,Lotus-Climax,64,9,0,,[]
1962,2,Circuit de Monaco,Jim Clark,Lotus-Climax,55,10,0,,[]
1962,2,Circuit de Monaco,Roy Salvadori,Lola,44,11,0,,[]
1962,2,Circuit de Monaco,Tony Maggs,Cooper-Climax,43,12,0,,[]
1962,2,Circuit de Monaco,Trevor Taylor,Lotus-Climax,24,13,0,,[]
1962,2,Circuit de Monaco,Dan Gurney,Porsche,0,14,0,,[]
1962,2,Circuit de Monaco,Maurice Trintignant,Lotus-Climax,0,15,0,,[]
1962,2,Circuit de Monaco,Richie Ginther,BRM,0,16,0,,[]
1962,2,Circuit de Monaco,Jo Siffert,Lotus-Climax,0,17,0,,[]
1962,2,Circuit de Monaco,Jackie Lewis,BRM,0,18,0,,[]
1962,2,Circuit de Monaco,Masten Gregory,Lotus-BRM,0,19,0,,[]
1962,2,Circuit de Monaco,Carel Godin de Beaufort,Porsche,0,20,0,,[]
1962,2,Circuit de Monaco,Nino Vaccarella,Lotus-Climax,0,21,0,,[]
1962,2,Circuit de Monaco,Ricardo RodrÃ­guez,Ferrari,0,22,0,,[]
1962,2,Circuit de Monaco,Roberto Bussinello,De Tomaso-Alfa Romeo,0,23,0,,[]
1962,2,Circuit de Monaco,Tony Marsh,BRM,0,24,0,,[]
1962,3,Circuit de Spa-Francorchamps,Jim Clark,Lotus-Climax,32,1,0,,[]
1962,3,Circuit de Spa-Francorchamps,Graham Hill,BRM,32,2,0,,[]
1962,3,Circuit de Spa-Francorchamps,Phil Hill,Ferrari,32,3,0,,[]
1962,3,Circuit de Spa-Francorchamps,Ricardo RodrÃ­guez,Ferrari,32,4,0,,[]
1962,3,Circuit de Spa-Francorchamps,John Surtees,Lola,31,5,0,,[]
1962,3,Circuit de Spa-Francorchamps,Jack Brabham,Lotus-Climax,30,6,0,,[]
1962,3,Circuit de Spa-Francorchamps,Carel Godin de Beaufort,Porsche,30,7,0,,[]
1962,3,Circuit de Spa-Francorchamps,Maurice Trintignant,Lotus-Climax,30,8,0,,[]
1962,3,Circuit de Spa-Francorchamps,Lucien Bianchi,Lotus-Climax,29,9,0,,[]
1962,3,Circuit de Spa-Francorchamps,Jo Siffert,Lotus-Climax,29,10,0,,[]
1962,3,Circuit de Spa-Francorchamps,John Campbell-Jones,Lotus-Climax,16,11,0,,[]
1962,3,Circuit de Spa-Francorchamps,Trevor Taylor,Lotus-Climax,25,12,0,,[]
1962,3,Circuit de Spa-Francorchamps,Willy Mairesse,Ferrari,25,13,0,,[]
1962,3,Circuit de Spa-Francorchamps,Richie Ginther,BRM,22,14,0,,[]
1962,3,Circuit de Spa-Francorchamps,Tony Maggs,Cooper-Climax,22,15,0,,[]
1962,3,Circuit de Spa-Francorchamps,Bruce McLaren,Cooper-Climax,19,16,0,,[]
1962,3,Circuit de Spa-Francorchamps,Masten Gregory,Lotus-BRM,13,17,0,,[]
1962,3,Circuit de Spa-Francorchamps,Innes Ireland,Lotus-Climax,8,18,0,,[]
1962,3,Circuit de Spa-Francorchamps,Giancarlo Baghetti,Ferrari,3,19,0,,[]
1962,3,Circuit de Spa-Francorchamps,Dan Gurney,Lotus-BRM,0,20,0,,[]
1962,3,Circuit de Spa-Francorchamps,Tony Marsh,BRM,0,21,0,,[]
1962,3,Circuit de Spa-Francorchamps,Jackie Lewis,BRM,0,22,0,,[]
1962,3,Circuit de Spa-Francorchamps,Gerry Ashmore,BRM,0,23,0,,[]
1962,3,Circuit de Spa-Francorchamps,Roy Salvadori,Lola,0,24,0,,[]
1962,3,Circuit de Spa-Francorchamps,Heinz Schiller,Porsche,0,25,0,,[]
1962,3,Circuit de Spa-Francorchamps,Jo Bonnier,Porsche,0,26,0,,[]
1962,4,Rouen-Les-Essarts,Dan Gurney,Porsche,54,1,0,,[]
1962,4,Rouen-Les-Essarts,Tony Maggs,Cooper-Climax,53,2,0,,[]
1962,4,Rouen-Les-Essarts,Richie Ginther,BRM,52,3,0,,[]
1962,4,Rouen-Les-Essarts,Bruce McLaren,Cooper-Climax,51,4,0,,[]
1962,4,Rouen-Les-Essarts,John Surtees,Lola,51,5,0,,[]
1962,4,Rouen-Les-Essarts,Carel Godin de Beaufort,Porsche,51,6,0,,[]
1962,4,Rouen-Les-Essarts,Maurice Trintignant,Lotus-Climax,50,7,0,,[]
1962,4,Rouen-Les-Essarts,Trevor Taylor,Lotus-Climax,48,8,0,,[]
1962,4,Rouen-Les-Essarts,Graham Hill,BRM,44,9,0,,[]
1962,4,Rouen-Les-Essarts,Jo Bonnier,Porsche,43,10,0,,[]
1962,4,Rouen-Les-Essarts,Jim Clark,Lotus-Climax,34,11,0,,[]
1962,4,Rouen-Les-Essarts,Jackie Lewis,Cooper,28,12,0,,[]
1962,4,Rouen-Les-Essarts,Roy Salvadori,Lola,21,13,0,,[]
1962,4,Rouen-Les-Essarts,Masten Gregory,Lotus-BRM,15,14,0,,[]
1962,4,Rouen-Les-Essarts,Jack Brabham,Lotus-Climax,11,15,0,,[]
1962,4,Rouen-Les-Essarts,Jo Siffert,Lotus-BRM,6,16,0,,[]
1962,4,Rouen-Les-Essarts,Innes Ireland,Lotus-Climax,1,17,0,,[]
1962,4,Rouen-Les-Essarts,Peter Arundell,Team Lotus,0,18,0,,[]
1962,4,Rouen-Les-Essarts,Tony Marsh,BRM,0,19,0,,[]
1962,4,Rouen-Les-Essarts,Colin Davis,Porsche,0,20,0,,[]
1962,4,Rouen-Les-Essarts,Carlo Abate,Lotus-Climax,0,21,0,,[]
1962,4,Rouen-Les-Essarts,Ian Burgess,Cooper-Climax,0,22,0,,[]
1962,5,Aintree,Jim Clark,Lotus-Climax,75,1,0,,[]
1962,5,Aintree,John Surtees,Lola,75,2,0,,[]
1962,5,Aintree,Bruce McLaren,Cooper-Climax,75,3,0,,[]
1962,5,Aintree,Graham Hill,BRM,75,4,0,,[]
1962,5,Aintree,Jack Brabham,Lotus-Climax,74,5,0,,[]
1962,5,Aintree,Tony Maggs,Cooper-Climax,74,6,0,,[]
1962,5,Aintree,Masten Gregory,Lotus-Climax,74,7,0,,[]
1962,5,Aintree,Trevor Taylor,Lotus-Climax,74,8,0,,[]
1962,5,Aintree,Dan Gurney,Porsche,73,9,0,,[]
1962,5,Aintree,Jackie Lewis,Cooper-Climax,72,10,0,,[]
1962,5,Aintree,Tony Settember,Emeryson,71,11,0,,[]
1962,5,Aintree,Ian Burgess,Cooper-Climax,71,12,0,,[]
1962,5,Aintree,Richie Ginther,BRM,70,13,0,,[]
1962,5,Aintree,Carel Godin de Beaufort,Porsche,69,14,0,,[]
1962,5,Aintree,Jay Chamberlain,Lotus-Climax,64,15,0,,[]
1962,5,Aintree,Innes Ireland,Lotus-Climax,61,16,0,,[]
1962,5,Aintree,Phil Hill,Ferrari,47,17,0,,[]
1962,5,Aintree,Roy Salvadori,Lola,35,18,0,,[]
1962,5,Aintree,Jo Bonnier,Porsche,27,19,0,,[]
1962,5,Aintree,Wolfgang Seidel,Lotus-BRM,11,20,0,,[]
1962,5,Aintree,Tony Shelly,Lotus-Climax,6,21,0,,[]
1962,5,Aintree,Keith Greene,Lotus-Climax,0,22,0,,[]
1962,5,Aintree,Maurice Trintignant,Lotus-Climax,0,23,0,,[]
1962,5,Aintree,John Campbell-Jones,Emeryson,0,24,0,,[]
1962,5,Aintree,Keith Greene,Gilby,0,25,0,,[]
1962,5,Aintree,Jo Siffert,Lotus-BRM,0,26,0,,[]
1962,6,NÃ¼rburgring,Graham Hill,BRM,15,1,0,,[]
1962,6,NÃ¼rburgring,John Surtees,Lola,15,2,0,,[]
1962,6,NÃ¼rburgring,Dan Gurney,Porsche,15,3,0,,[]
1962,6,NÃ¼rburgring,Jim Clark,Lotus-Climax,15,4,0,,[]
1962,6,NÃ¼rburgring,Bruce McLaren,Cooper-Climax,15,5,0,,[]
1962,6,NÃ¼rburgring,Ricardo RodrÃ­guez,Ferrari,15,6,0,,[]
1962,6,NÃ¼rburgring,Jo Bonnier,Porsche,15,7,0,,[]
1962,6,NÃ¼rburgring,Richie Ginther,BRM,15,8,0,,[]
1962,6,NÃ¼rburgring,Tony Maggs,Cooper-Climax,15,9,0,,[]
1962,6,NÃ¼rburgring,Giancarlo Baghetti,Ferrari,15,10,0,,[]
1962,6,NÃ¼rburgring,Ian Burgess,Cooper-Climax,15,11,0,,[]
1962,6,NÃ¼rburgring,Jo Siffert,Lotus-Climax,15,12,0,,[]
1962,6,NÃ¼rburgring,Carel Godin de Beaufort,Porsche,15,13,0,,[]
1962,6,NÃ¼rburgring,Heini Walter,Porsche,14,14,0,,[]
1962,6,NÃ¼rburgring,Nino Vaccarella,Porsche,14,15,0,,[]
1962,6,NÃ¼rburgring,Lucien Bianchi,ENB,14,16,0,,[]
1962,6,NÃ¼rburgring,Jackie Lewis,Cooper-Climax,10,17,0,,[]
1962,6,NÃ¼rburgring,Phil Hill,Ferrari,9,18,0,,[]
1962,6,NÃ¼rburgring,Jack Brabham,Brabham,9,19,0,,[]
1962,6,NÃ¼rburgring,Keith Greene,Gilby,7,20,0,,[]
1962,6,NÃ¼rburgring,Roy Salvadori,Lola,4,21,0,,[]
1962,6,NÃ¼rburgring,Maurice Trintignant,Lotus-Climax,4,22,0,,[]
1962,6,NÃ¼rburgring,Lorenzo Bandini,Ferrari,4,23,0,,[]
1962,6,NÃ¼rburgring,Heinz Schiller,Lotus-BRM,4,24,0,,[]
1962,6,NÃ¼rburgring,Bernard Collomb,Cooper-Climax,2,25,0,,[]
1962,6,NÃ¼rburgring,Trevor Taylor,Lotus-Climax,0,26,0,,[]
1962,6,NÃ¼rburgring,Tony Shelly,Lotus-Climax,0,27,0,,[]
1962,6,NÃ¼rburgring,Wolfgang Seidel,Lotus-BRM,0,28,0,,[]
1962,6,NÃ¼rburgring,Jay Chamberlain,Lotus-Climax,0,29,0,,[]
1962,6,NÃ¼rburgring,GÃ¼nther Seiffert,Lotus-BRM,0,30,0,,[]
1962,6,NÃ¼rburgring,Tony Marsh,BRM,0,31,0,,[]
1962,7,Autodromo Nazionale di Monza,Graham Hill,BRM,86,1,0,,[]
1962,7,Autodromo Nazionale di Monza,Richie Ginther,BRM,86,2,0,,[]
1962,7,Autodromo Nazionale di Monza,Bruce McLaren,Cooper-Climax,86,3,0,,[]
1962,7,Autodromo Nazionale di Monza,Willy Mairesse,Ferrari,86,4,0,,[]
1962,7,Autodromo Nazionale di Monza,Giancarlo Baghetti,Ferrari,86,5,0,,[]
1962,7,Autodromo Nazionale di Monza,Jo Bonnier,Porsche,85,6,0,,[]
1962,7,Autodromo Nazionale di Monza,Tony Maggs,Cooper-Climax,85,7,0,,[]
1962,7,Autodromo Nazionale di Monza,Lorenzo Bandini,Ferrari,84,8,0,,[]
1962,7,Autodromo Nazionale di Monza,Nino Vaccarella,Lotus-Climax,84,9,0,,[]
1962,7,Autodromo Nazionale di Monza,Carel Godin de Beaufort,Porsche,81,10,0,,[]
1962,7,Autodromo Nazionale di Monza,Phil Hill,Ferrari,81,11,0,,[]
1962,7,Autodromo Nazionale di Monza,Masten Gregory,Lotus-BRM,77,12,0,,[]
1962,7,Autodromo Nazionale di Monza,Dan Gurney,Porsche,66,13,0,,[]
1962,7,Autodromo Nazionale di Monza,Ricardo RodrÃ­guez,Ferrari,63,14,0,,[]
1962,7,Autodromo Nazionale di Monza,Innes Ireland,Lotus-Climax,45,15,0,,[]
1962,7,Autodromo Nazionale di Monza,John Surtees,Lola,42,16,0,,[]
1962,7,Autodromo Nazionale di Monza,Roy Salvadori,Lola,41,17,0,,[]
1962,7,Autodromo Nazionale di Monza,Trevor Taylor,Lotus-Climax,25,18,0,,[]
1962,7,Autodromo Nazionale di Monza,Tony Settember,Emeryson,18,19,0,,[]
1962,7,Autodromo Nazionale di Monza,Maurice Trintignant,Lotus-Climax,17,20,0,,[]
1962,7,Autodromo Nazionale di Monza,Jim Clark,Lotus-Climax,12,21,0,,[]
1962,7,Autodromo Nazionale di Monza,Tony Shelly,Lotus-BRM,0,22,0,,[]
1962,7,Autodromo Nazionale di Monza,Keith Greene,Gilby,0,23,0,,[]
1962,7,Autodromo Nazionale di Monza,Gerry Ashmore,Lotus-Climax,0,24,0,,[]
1962,7,Autodromo Nazionale di Monza,Ian Burgess,Cooper-Climax,0,25,0,,[]
1962,7,Autodromo Nazionale di Monza,Jo Siffert,Lotus-BRM,0,26,0,,[]
1962,7,Autodromo Nazionale di Monza,Ernesto Prinoth,Lotus-Climax,0,27,0,,[]
1962,7,Autodromo Nazionale di Monza,Roberto Lippi,De Tomaso-Osca,0,28,0,,[]
1962,7,Autodromo Nazionale di Monza,Jay Chamberlain,Lotus-Climax,0,29,0,,[]
1962,7,Autodromo Nazionale di Monza,Nasif EstÃ©fano,De Tomaso,0,30,0,,[]
1962,7,Autodromo Nazionale di Monza,Kurt Kuhnke,Lotus-Borgward,0,31,0,,[]
1962,8,Watkins Glen,Jim Clark,Lotus-Climax,100,1,0,,[]
1962,8,Watkins Glen,Graham Hill,BRM,100,2,0,,[]
1962,8,Watkins Glen,Bruce McLaren,Cooper-Climax,99,3,0,,[]
1962,8,Watkins Glen,Jack Brabham,Brabham,99,4,0,,[]
1962,8,Watkins Glen,Dan Gurney,Porsche,99,5,0,,[]
1962,8,Watkins Glen,Masten Gregory,Lotus-BRM,99,6,0,,[]
1962,8,Watkins Glen,Tony Maggs,Cooper-Climax,97,7,0,,[]
1962,8,Watkins Glen,Innes Ireland,Lotus-Climax,96,8,0,,[]
1962,8,Watkins Glen,Roger Penske,Lotus-Climax,96,9,0,,[]
1962,8,Watkins Glen,Rob Schroeder,Lotus-Climax,93,10,0,,[]
1962,8,Watkins Glen,Hap Sharp,Cooper-Climax,91,11,0,,[]
1962,8,Watkins Glen,Trevor Taylor,Lotus-Climax,85,12,0,,[]
1962,8,Watkins Glen,Jo Bonnier,Porsche,79,13,0,,[]
1962,8,Watkins Glen,Richie Ginther,BRM,35,14,0,,[]
1962,8,Watkins Glen,Maurice Trintignant,Lotus-Climax,32,15,0,,[]
1962,8,Watkins Glen,Timmy Mayer,Cooper-Climax,31,16,0,,[]
1962,8,Watkins Glen,John Surtees,Lola,19,17,0,,[]
1962,8,Watkins Glen,Carel Godin de Beaufort,Porsche,9,18,0,,[]
1962,8,Watkins Glen,Roy Salvadori,Lola,0,19,0,,[]
1962,8,Watkins Glen,Jim Hall,Lotus-Climax,0,20,0,,[]
1962,9,Prince George Circuit,Graham Hill,BRM,82,1,0,,[]
1962,9,Prince George Circuit,Bruce McLaren,Cooper-Climax,82,2,0,,[]
1962,9,Prince George Circuit,Tony Maggs,Cooper-Climax,82,3,0,,[]
1962,9,Prince George Circuit,Jack Brabham,Brabham,82,4,0,,[]
1962,9,Prince George Circuit,Innes Ireland,Lotus-Climax,81,5,0,,[]
1962,9,Prince George Circuit,Neville Lederle,Lotus-Climax,78,6,0,,[]
1962,9,Prince George Circuit,Richie Ginther,BRM,78,7,0,,[]
1962,9,Prince George Circuit,John Love,Cooper-Climax,78,8,0,,[]
1962,9,Prince George Circuit,Bruce Johnstone,BRM,76,9,0,,[]
1962,9,Prince George Circuit,Ernie Pieterse,Lotus-Climax,71,10,0,,[]
1962,9,Prince George Circuit,Carel Godin de Beaufort,Porsche,70,11,0,,[]
1962,9,Prince George Circuit,Jim Clark,Lotus-Climax,62,12,0,,[]
1962,9,Prince George Circuit,Doug Serrurier,LDS,62,13,0,,[]
1962,9,Prince George Circuit,Roy Salvadori,Lola,56,14,0,,[]
1962,9,Prince George Circuit,Mike Harris,Cooper-Alfa Romeo,31,15,0,,[]
1962,9,Prince George Circuit,John Surtees,Lola,26,16,0,,[]
1962,9,Prince George Circuit,Trevor Taylor,Lotus-Climax,11,17,0,,[]
1962,9,Prince George Circuit,Gary Hocking,Lotus-Climax,0,18,0,,[]
1962,9,Prince George Circuit,Syd van der Vyver,Lotus-Climax,0,19,0,,[]
1962,9,Prince George Circuit,Tony Settember,Emeryson,0,20,0,,[]
1962,9,Prince George Circuit,Sam Tingle,Lotus-Climax,0,21,0,,[]
1963,1,Circuit de Monaco,Graham Hill,BRM,100,1,0,,[]
1963,1,Circuit de Monaco,Richie Ginther,BRM,100,2,0,,[]
1963,1,Circuit de Monaco,Bruce McLaren,Cooper-Climax,100,3,0,,[]
1963,1,Circuit de Monaco,John Surtees,Ferrari,100,4,0,,[]
1963,1,Circuit de Monaco,Tony Maggs,Cooper-Climax,98,5,0,,[]
1963,1,Circuit de Monaco,Trevor Taylor,Lotus-Climax,98,6,0,,[]
1963,1,Circuit de Monaco,Jo Bonnier,Cooper-Climax,94,7,0,,[]
1963,1,Circuit de Monaco,Jim Clark,Lotus-Climax,78,8,0,,[]
1963,1,Circuit de Monaco,Jack Brabham,Lotus-Climax,77,9,0,,[]
1963,1,Circuit de Monaco,Innes Ireland,Lotus-BRM,40,10,0,,[]
1963,1,Circuit de Monaco,Willy Mairesse,Ferrari,37,11,0,,[]
1963,1,Circuit de Monaco,Maurice Trintignant,Lola,34,12,0,,[]
1963,1,Circuit de Monaco,Dan Gurney,Brabham,25,13,0,,[]
1963,1,Circuit de Monaco,Jim Hall,Lotus-BRM,20,14,0,,[]
1963,1,Circuit de Monaco,Jo Siffert,Lotus-BRM,3,15,0,,[]
1963,1,Circuit de Monaco,Chris Amon,Lola,0,16,0,,[]
1963,1,Circuit de Monaco,Bernard Collomb,Lotus-Climax,0,17,0,,[]
1963,1,Circuit de Monaco,Phil Hill,ATS,0,18,0,,[]
1963,1,Circuit de Monaco,Giancarlo Baghetti,ATS,0,19,0,,[]
1963,1,Circuit de Monaco,John Campbell-Jones,Lotus-BRM,0,20,0,,[]
1963,1,Circuit de Monaco,Ian Burgess,Scirocco,0,21,0,,[]
1963,1,Circuit de Monaco,Tony Settember,Scirocco,0,22,0,,[]
1963,1,Circuit de Monaco,Nasif EstÃ©fano,De Tomaso,0,23,0,,[]
1963,1,Circuit de Monaco,Lorenzo Bandini,BRM,0,24,0,,[]
1963,1,Circuit de Monaco,Carel Godin de Beaufort,Porsche,0,25,0,,[]
1963,2,Circuit de Spa-Francorchamps,Jim Clark,Lotus-Climax,32,1,0,,[]
1963,2,Circuit de Spa-Francorchamps,Bruce McLaren,Cooper-Climax,32,2,0,,[]
1963,2,Circuit de Spa-Francorchamps,Dan Gurney,Brabham,31,3,0,,[]
1963,2,Circuit de Spa-Francorchamps,Richie Ginther,BRM,31,4,0,,[]
1963,2,Circuit de Spa-Francorchamps,Jo Bonnier,Cooper-Climax,30,5,0,,[]
1963,2,Circuit de Spa-Francorchamps,Carel Godin de Beaufort,Porsche,30,6,0,,[]
1963,2,Circuit de Spa-Francorchamps,Tony Maggs,Cooper-Climax,27,7,0,,[]
1963,2,Circuit de Spa-Francorchamps,Tony Settember,Scirocco,25,8,0,,[]
1963,2,Circuit de Spa-Francorchamps,John Surtees,Ferrari,19,9,0,,[]
1963,2,Circuit de Spa-Francorchamps,Graham Hill,BRM,17,10,0,,[]
1963,2,Circuit de Spa-Francorchamps,Lucien Bianchi,Lola,17,11,0,,[]
1963,2,Circuit de Spa-Francorchamps,Jim Hall,Lotus-BRM,16,12,0,,[]
1963,2,Circuit de Spa-Francorchamps,Jo Siffert,Lotus-BRM,16,13,0,,[]
1963,2,Circuit de Spa-Francorchamps,Phil Hill,ATS,13,14,0,,[]
1963,2,Circuit de Spa-Francorchamps,Jack Brabham,Brabham,12,15,0,,[]
1963,2,Circuit de Spa-Francorchamps,Chris Amon,Lola,10,16,0,,[]
1963,2,Circuit de Spa-Francorchamps,Innes Ireland,BRP,9,17,0,,[]
1963,2,Circuit de Spa-Francorchamps,Willy Mairesse,Ferrari,7,18,0,,[]
1963,2,Circuit de Spa-Francorchamps,Giancarlo Baghetti,ATS,7,19,0,,[]
1963,2,Circuit de Spa-Francorchamps,Trevor Taylor,Lotus-Climax,5,20,0,,[]
1963,2,Circuit de Spa-Francorchamps,Peter Arundell,Lotus-Climax,0,21,0,,[]
1963,2,Circuit de Spa-Francorchamps,Ludovico Scarfiotti,Ferrari,0,22,0,,[]
1963,2,Circuit de Spa-Francorchamps,Lorenzo Bandini,BRM,0,23,0,,[]
1963,2,Circuit de Spa-Francorchamps,Ian Burgess,Scirocco,0,24,0,,[]
1963,3,Circuit Park Zandvoort,Jim Clark,Lotus-Climax,80,1,0,,[]
1963,3,Circuit Park Zandvoort,Dan Gurney,Brabham,79,2,0,,[]
1963,3,Circuit Park Zandvoort,John Surtees,Ferrari,79,3,0,,[]
1963,3,Circuit Park Zandvoort,Innes Ireland,BRP,79,4,0,,[]
1963,3,Circuit Park Zandvoort,Richie Ginther,BRM,79,5,0,,[]
1963,3,Circuit Park Zandvoort,Ludovico Scarfiotti,Ferrari,78,6,0,,[]
1963,3,Circuit Park Zandvoort,Jo Siffert,Lotus-BRM,77,7,0,,[]
1963,3,Circuit Park Zandvoort,Jim Hall,Lotus-BRM,77,8,0,,[]
1963,3,Circuit Park Zandvoort,Carel Godin de Beaufort,Porsche,75,9,0,,[]
1963,3,Circuit Park Zandvoort,Trevor Taylor,Lotus-Climax,66,10,0,,[]
1963,3,Circuit Park Zandvoort,Jo Bonnier,Cooper-Climax,56,11,0,,[]
1963,3,Circuit Park Zandvoort,Graham Hill,BRM,69,12,0,,[]
1963,3,Circuit Park Zandvoort,Jack Brabham,Brabham,68,13,0,,[]
1963,3,Circuit Park Zandvoort,Chris Amon,Lola,29,14,0,,[]
1963,3,Circuit Park Zandvoort,Giancarlo Baghetti,ATS,17,15,0,,[]
1963,3,Circuit Park Zandvoort,Phil Hill,ATS,15,16,0,,[]
1963,3,Circuit Park Zandvoort,Tony Maggs,Cooper-Climax,14,17,0,,[]
1963,3,Circuit Park Zandvoort,Bruce McLaren,Cooper-Climax,7,18,0,,[]
1963,3,Circuit Park Zandvoort,Gerhard Mitter,Porsche,2,19,0,,[]
1963,3,Circuit Park Zandvoort,Tony Settember,Scirocco,0,20,0,,[]
1963,3,Circuit Park Zandvoort,Ian Burgess,Scirocco,0,21,0,,[]
1963,4,Reims-Gueux,Jim Clark,Lotus-Climax,53,1,0,,[]
1963,4,Reims-Gueux,Tony Maggs,Cooper-Climax,53,2,0,,[]
1963,4,Reims-Gueux,Graham Hill,BRM,53,3,0,,[]
1963,4,Reims-Gueux,Jack Brabham,Brabham,53,4,0,,[]
1963,4,Reims-Gueux,Dan Gurney,Brabham,53,5,0,,[]
